A                               1         0.0000000000      0.0000000000      0.0000000000      0.5000000000
L                             101         1.1163732506      0.5000000000      0.0000000000      0.5000000000
M                             155         1.7198585537      0.5000000000      0.0000000000      0.0000000000
G                             255         2.8362318043      0.0000000000      0.0000000000      0.0000000000
A                             309         3.4397171075      0.0000000000      0.0000000000      0.5000000000
H                             424         4.7287810102      0.3333300000      0.3333300000      0.5000000000
K                             478         5.3322663134      0.3333300000      0.3333300000      0.0000000000
