# Written at 2022-12-16T15:57:28
      0.00000000      6.43463462
      0.06428243      6.34681051
      0.12856487      6.11529524
      0.19284730      5.79952852
      0.25712974      5.45002692
      0.32141217      5.12857936
      0.38569461      4.87314677
      0.44997704      4.66329081
      0.51425948      4.49376518
      0.57854191      4.41559332
      0.64282435      4.45957890
      0.70710678      4.55432321
      0.77781746      4.78862773
      0.84852814      5.40759392
      0.91923882      6.12270804
      0.98994949      7.03378601
      1.06066017      8.06831225
      1.14399351      6.73006681
      1.22732684      5.61228071
      1.31066017      5.04891229
      1.37316017      5.28680032
      1.43566017      5.57124689
      1.49816017      5.94175651
      1.56066017      6.30124836
      1.62316017      6.54777923
      1.68566017      6.72308486
      1.74816017      6.85124746
      1.81066017      6.89850931
      1.87316017      6.78958690
      1.93566017      6.59609192
      1.99816017      6.47114837
      2.06066017      6.43463462
      2.12189742      6.48050269
      2.18313466      6.43883988
      2.24437190      6.26622957
      2.30560915      6.03947248
      2.36684639      5.88416426
      2.42808363      5.78927877
      2.48932088      5.62124687
      2.55055812      5.42499439
      2.61179536      5.36612935
      2.67303261      5.38538266
      2.73489156      5.61287231
      2.79675052      6.02509710
      2.85860948      6.03755726
      2.92046844      5.77843568
      2.98232739      5.47253331
      3.04418635      5.21945736
      3.10604531      5.04582950
      3.16854531      5.38247093
      3.23104531      6.14061331
      3.29354531      7.05651864
      3.35604531      8.06831225
      3.41854531      7.58699957
      3.48104531      7.27487021
      3.54354531      7.08882941
      3.60604531      6.91501406
      3.66854531      6.53941069
      3.73104531      6.10994316
      3.79354531      5.61810608
      3.85604531      5.38538266
      3.91017190      5.56294619
      3.96429848      5.94359574
      4.01842507      6.08366884
      4.07255166      5.92444613
      4.12667825      5.66339326
      4.18080484      5.40439984
      4.23493142      5.19615221
      4.28905801      5.04891229
      4.28905801      5.04582950
      4.35155801      4.82853834
      4.41405801      4.68990825
      4.47655801      4.59588803
      4.53905801      4.55432321

      0.00000000      6.43472000
      0.06428243      6.60681552
      0.12856487      7.08389910
      0.19284730      7.73764898
      0.25712974      7.86586159
      0.32141217      7.20147143
      0.38569461      6.71806202
      0.44997704      6.22718075
      0.51425948      5.53347495
      0.57854191      4.93288017
      0.64282435      4.65729167
      0.70710678      4.55498778
      0.77781746      4.88834809
      0.84852814      5.51701716
      0.91923882      6.24678191
      0.98994949      7.21210906
      1.06066017      8.06958791
      1.14399351      8.13842020
      1.22732684      8.00542644
      1.31066017      7.94848114
      1.37316017      9.70536638
      1.43566017      9.75590057
      1.49816017      9.09630732
      1.56066017      8.64422439
      1.62316017      8.17845147
      1.68566017      7.65381236
      1.74816017      7.24036795
      1.81066017      6.99014458
      1.87316017      6.83624137
      1.93566017      6.63981362
      1.99816017      6.48239446
      2.06066017      6.43472000
      2.12189742      6.50917705
      2.18313466      6.71973995
      2.24437190      6.98814178
      2.30560915      7.21062735
      2.36684639      7.36234305
      2.42808363      7.42792615
      2.48932088      7.36247325
      2.55055812      7.23534565
      2.61179536      7.17913116
      2.67303261      7.18053600
      2.73489156      7.12086227
      2.79675052      7.24267339
      2.85860948      7.97658242
      2.92046844      9.00901368
      2.98232739      9.87181718
      3.04418635      8.96618633
      3.10604531      7.94782645
      3.16854531      7.98056043
      3.23104531      8.07040031
      3.29354531      8.16277349
      3.35604531      8.06958791
      3.41854531      7.94949908
      3.48104531      7.58348868
      3.54354531      7.26305839
      3.60604531      6.96617461
      3.66854531      6.93336390
      3.73104531      6.99061858
      3.79354531      7.10605462
      3.85604531      7.18053600
      3.91017190      7.12984290
      3.96429848      7.16032012
      4.01842507      7.64253741
      4.07255166      8.47456656
      4.12667825      9.41486282
      4.18080484      9.72257228
      4.23493142      8.83354414
      4.28905801      7.94848114
      4.28905801      7.94782645
      4.35155801      6.61672094
      4.41405801      5.74531804
      4.47655801      4.94846373
      4.53905801      4.55498778

      0.00000000      6.43479581
      0.06428243      6.60690890
      0.12856487      7.08404964
      0.19284730      7.73785203
      0.25712974      8.44141168
      0.32141217      9.19606698
      0.38569461     10.01973090
      0.44997704     10.83363759
      0.51425948     11.64359277
      0.57854191     12.58262342
      0.64282435     13.52038433
      0.70710678     13.93916500
      0.77781746     13.33304091
      0.84852814     12.17519296
      0.91923882     11.06401435
      0.98994949      9.83670566
      1.06066017      8.83920320
      1.14399351      9.57615089
      1.22732684     10.67404751
      1.31066017     11.28226449
      1.37316017     10.58348266
      1.43566017     10.71435412
      1.49816017     10.23008093
      1.56066017      9.78184329
      1.62316017      8.74147501
      1.68566017      8.03855253
      1.74816017      7.57117903
      1.81066017      7.22150773
      1.87316017      6.92508188
      1.93566017      6.73606080
      1.99816017      6.56105510
      2.06066017      6.43479581
      2.12189742      6.50918593
      2.18313466      6.71975578
      2.24437190      6.98816268
      2.30560915      7.21065068
      2.36684639      7.36236616
