    0.0000 -122.4777
    0.0577 -122.4777
    0.1155 -122.4777
    0.1732 -122.4777
    0.2309 -122.4776
    0.2887 -122.4776
    0.3464 -122.4776
    0.4041 -122.4776
    0.4619 -122.4776
    0.5196 -122.4776
    0.5774 -122.4776
    0.6398 -122.4776
    0.7022 -122.4776
    0.7646 -122.4776
    0.8270 -122.4776
    0.8895 -122.4776
    0.9419 -122.4776
    0.9944 -122.4776
    1.0469 -122.4776
    1.0994 -122.4777
    1.1519 -122.4777
    1.2044 -122.4777
    1.2569 -122.4777
    1.3093 -122.4777
    1.3618 -122.4777
    1.4143 -122.4777
    1.4668 -122.4777
    1.5188 -122.4777
    1.5708 -122.4777
    1.6229 -122.4777
    1.6749 -122.4777
    1.7269 -122.4777
    1.7789 -122.4777
    1.8302 -122.4777
    1.8815 -122.4777
    1.9328 -122.4777
    1.9840 -122.4776
    2.0353 -122.4776
    2.0866 -122.4776
    2.1379 -122.4776
    2.1892 -122.4776
    2.2404 -122.4776
    2.2917 -122.4776
    2.3430 -122.4776
    2.3943 -122.4776
    2.4456 -122.4776
    2.4902 -122.4776
    2.5347 -122.4776
    2.5793 -122.4776
    2.6239 -122.4776
    2.6685 -122.4776
    2.7131 -122.4776
    2.7577 -122.4776
 
    0.0000 -122.4776
    0.0577 -122.4776
    0.1155 -122.4776
    0.1732 -122.4776
    0.2309 -122.4776
    0.2887 -122.4776
    0.3464 -122.4776
    0.4041 -122.4776
    0.4619 -122.4776
    0.5196 -122.4776
    0.5774 -122.4775
    0.6398 -122.4776
    0.7022 -122.4776
    0.7646 -122.4776
    0.8270 -122.4775
    0.8895 -122.4775
    0.9419 -122.4775
    0.9944 -122.4775
    1.0469 -122.4775
    1.0994 -122.4775
    1.1519 -122.4775
    1.2044 -122.4775
    1.2569 -122.4776
    1.3093 -122.4776
    1.3618 -122.4776
    1.4143 -122.4776
    1.4668 -122.4776
    1.5188 -122.4776
    1.5708 -122.4775
    1.6229 -122.4775
    1.6749 -122.4775
    1.7269 -122.4776
    1.7789 -122.4776
    1.8302 -122.4776
    1.8815 -122.4776
    1.9328 -122.4776
    1.9840 -122.4776
    2.0353 -122.4776
    2.0866 -122.4776
    2.1379 -122.4776
    2.1892 -122.4776
    2.2404 -122.4776
    2.2917 -122.4776
    2.3430 -122.4776
    2.3943 -122.4776
    2.4456 -122.4776
    2.4902 -122.4776
    2.5347 -122.4776
    2.5793 -122.4775
    2.6239 -122.4775
    2.6685 -122.4775
    2.7131 -122.4776
    2.7577 -122.4776
 
    0.0000  -75.4682
    0.0577  -75.4679
    0.1155  -75.4670
    0.1732  -75.4655
    0.2309  -75.4635
    0.2887  -75.4609
    0.3464  -75.4576
    0.4041  -75.4547
    0.4619  -75.4538
    0.5196  -75.4541
    0.5774  -75.4543
    0.6398  -75.4569
    0.7022  -75.4614
    0.7646  -75.4611
    0.8270  -75.4482
    0.8895  -75.4391
    0.9419  -75.4414
    0.9944  -75.4476
    1.0469  -75.4551
    1.0994  -75.4609
    1.1519  -75.4624
    1.2044  -75.4585
    1.2569  -75.4543
    1.3093  -75.4550
    1.3618  -75.4539
    1.4143  -75.4524
    1.4668  -75.4518
    1.5188  -75.4443
    1.5708  -75.4353
    1.6229  -75.4513
    1.6749  -75.4710
    1.7269  -75.4769
    1.7789  -75.4682
    1.8302  -75.4680
    1.8815  -75.4672
    1.9328  -75.4660
    1.9840  -75.4645
    2.0353  -75.4627
    2.0866  -75.4606
    2.1379  -75.4587
    2.1892  -75.4612
    2.2404  -75.4650
    2.2917  -75.4672
    2.3430  -75.4675
    2.3943  -75.4662
    2.4456  -75.4640
    2.4902  -75.4589
    2.5347  -75.4522
    2.5793  -75.4540
    2.6239  -75.4602
    2.6685  -75.4680
    2.7131  -75.4735
    2.7577  -75.4750
 
    0.0000  -75.4678
    0.0577  -75.4675
    0.1155  -75.4665
    0.1732  -75.4651
    0.2309  -75.4631
    0.2887  -75.4606
    0.3464  -75.4574
    0.4041  -75.4544
    0.4619  -75.4536
    0.5196  -75.4539
    0.5774  -75.4541
    0.6398  -75.4564
    0.7022  -75.4596
    0.7646  -75.4555
    0.8270  -75.4390
    0.8895  -75.4310
    0.9419  -75.4344
    0.9944  -75.4383
    1.0469  -75.4404
    1.0994  -75.4463
    1.1519  -75.4502
    1.2044  -75.4513
    1.2569  -75.4502
    1.3093  -75.4482
    1.3618  -75.4490
    1.4143  -75.4509
    1.4668  -75.4517
    1.5188  -75.4403
    1.5708  -75.4256
    1.6229  -75.4302
    1.6749  -75.4355
    1.7269  -75.4508
    1.7789  -75.4678
    1.8302  -75.4675
    1.8815  -75.4668
    1.9328  -75.4657
    1.9840  -75.4642
    2.0353  -75.4623
    2.0866  -75.4603
    2.1379  -75.4585
    2.1892  -75.4612
    2.2404  -75.4650
    2.2917  -75.4671
    2.3430  -75.4675
    2.3943  -75.4662
    2.4456  -75.4640
    2.4902  -75.4588
    2.5347  -75.4520
    2.5793  -75.4537
    2.6239  -75.4598
    2.6685  -75.4677
    2.7131  -75.4731
    2.7577  -75.4745
 
    0.0000  -75.3997
    0.0577  -75.4024
    0.1155  -75.4096
    0.1732  -75.4194
    0.2309  -75.4294
    0.2887  -75.4375
    0.3464  -75.4428
    0.4041  -75.4446
    0.4619  -75.4425
    0.5196  -75.4394
    0.5774  -75.4380
    0.6398  -75.4455
    0.7022  -75.4552
    0.7646  -75.4487
    0.8270  -75.4362
    0.8895  -75.4267
    0.9419  -75.4259
    0.9944  -75.4320
    1.0469  -75.4398
    1.0994  -75.4406
    1.1519  -75.4464
    1.2044  -75.4509
    1.2569  -75.4495
    1.3093  -75.4414
    1.3618  -75.4447
    1.4143  -75.4475
    1.4668  -75.4485
    1.5188  -75.4403
    1.5708  -75.4143
    1.6229  -75.3952
    1.6749  -75.3963
    1.7269  -75.4008
    1.7789  -75.3997
    1.8302  -75.4018
    1.8815  -75.4078
    1.9328  -75.4166
    1.9840  -75.4269
    2.0353  -75.4373
    2.0866  -75.4467
    2.1379  -75.4542
    2.1892  -75.4555
    2.2404  -75.4541
    2.2917  -75.4537
    2.3430  -75.4554
    2.3943  -75.4596
    2.4456  -75.4633
    2.4902  -75.4587
    2.5347  -75.4485
    2.5793  -75.4400
    2.6239  -75.4389
    2.6685  -75.4454
    2.7131  -75.4541
    2.7577  -75.4579
 
    0.0000  -75.3997
    0.0577  -75.4024
    0.1155  -75.4096
    0.1732  -75.4194
    0.2309  -75.4293
    0.2887  -75.4374
    0.3464  -75.4426
    0.4041  -75.4444
    0.4619  -75.4423
    0.5196  -75.4392
    0.5774  -75.4378
    0.6398  -75.4444
    0.7022  -75.4518
    0.7646  -75.4443
    0.8270  -75.4290
    0.8895  -75.4247
    0.9419  -75.4246
    0.9944  -75.4292
    1.0469  -75.4343
    1.0994  -75.4403
    1.1519  -75.4395
