  0.00000000E+00 -0.69603888E+02
  0.11163733E-01 -0.69603885E+02
  0.22327465E-01 -0.69603875E+02
  0.33491198E-01 -0.69603859E+02
  0.44654930E-01 -0.69603836E+02
  0.55818663E-01 -0.69603806E+02
  0.66982395E-01 -0.69603770E+02
  0.78146128E-01 -0.69603727E+02
  0.89309860E-01 -0.69603678E+02
  0.10047359E+00 -0.69603623E+02
  0.11163733E+00 -0.69603561E+02
  0.12280106E+00 -0.69603494E+02
  0.13396479E+00 -0.69603420E+02
  0.14512852E+00 -0.69603340E+02
  0.15629226E+00 -0.69603254E+02
  0.16745599E+00 -0.69603162E+02
  0.17861972E+00 -0.69603064E+02
  0.18978345E+00 -0.69602961E+02
  0.20094719E+00 -0.69602852E+02
  0.21211092E+00 -0.69602737E+02
  0.22327465E+00 -0.69602617E+02
  0.23443838E+00 -0.69602492E+02
  0.24560212E+00 -0.69602361E+02
  0.25676585E+00 -0.69602225E+02
  0.26792958E+00 -0.69602084E+02
  0.27909331E+00 -0.69601937E+02
  0.29025705E+00 -0.69601786E+02
  0.30142078E+00 -0.69601629E+02
  0.31258451E+00 -0.69601467E+02
  0.32374824E+00 -0.69601300E+02
  0.33491198E+00 -0.69601128E+02
  0.34607571E+00 -0.69600951E+02
  0.35723944E+00 -0.69600768E+02
  0.36840317E+00 -0.69600581E+02
  0.37956691E+00 -0.69600387E+02
  0.39073064E+00 -0.69600188E+02
  0.40189437E+00 -0.69599984E+02
  0.41305810E+00 -0.69599774E+02
  0.42422184E+00 -0.69599557E+02
  0.43538557E+00 -0.69599335E+02
  0.44654930E+00 -0.69599106E+02
  0.45771303E+00 -0.69598871E+02
  0.46887677E+00 -0.69598629E+02
  0.48004050E+00 -0.69598380E+02
  0.49120423E+00 -0.69598124E+02
  0.50236796E+00 -0.69597860E+02
  0.51353170E+00 -0.69597590E+02
  0.52469543E+00 -0.69597312E+02
  0.53585916E+00 -0.69597026E+02
  0.54702289E+00 -0.69596733E+02
  0.55818663E+00 -0.69596432E+02
  0.56935036E+00 -0.69596123E+02
  0.58051409E+00 -0.69595808E+02
  0.59167782E+00 -0.69595485E+02
  0.60284156E+00 -0.69595156E+02
  0.61400529E+00 -0.69594820E+02
  0.62516902E+00 -0.69594480E+02
  0.63633275E+00 -0.69594134E+02
  0.64749649E+00 -0.69593786E+02
  0.65866022E+00 -0.69593435E+02
  0.66982395E+00 -0.69593084E+02
  0.68098768E+00 -0.69592734E+02
  0.69215142E+00 -0.69592387E+02
  0.70331515E+00 -0.69592046E+02
  0.71447888E+00 -0.69591713E+02
  0.72564261E+00 -0.69591391E+02
  0.73680635E+00 -0.69591083E+02
  0.74797008E+00 -0.69590792E+02
  0.75913381E+00 -0.69590520E+02
  0.77029754E+00 -0.69590271E+02
  0.78146128E+00 -0.69590047E+02
  0.79262501E+00 -0.69589850E+02
  0.80378874E+00 -0.69589680E+02
  0.81495247E+00 -0.69589537E+02
  0.82611621E+00 -0.69589420E+02
  0.83727994E+00 -0.69589329E+02
  0.84844367E+00 -0.69589261E+02
  0.85960740E+00 -0.69589214E+02
  0.87077114E+00 -0.69589185E+02
  0.88193487E+00 -0.69589171E+02
  0.89309860E+00 -0.69589170E+02
  0.90426233E+00 -0.69589179E+02
  0.91542607E+00 -0.69589197E+02
  0.92658980E+00 -0.69589221E+02
  0.93775353E+00 -0.69589251E+02
  0.94891726E+00 -0.69589283E+02
  0.96008100E+00 -0.69589317E+02
  0.97124473E+00 -0.69589353E+02
  0.98240846E+00 -0.69589388E+02
  0.99357219E+00 -0.69589423E+02
  0.10047359E+01 -0.69589457E+02
  0.10158997E+01 -0.69589488E+02
  0.10270634E+01 -0.69589518E+02
  0.10382271E+01 -0.69589545E+02
  0.10493909E+01 -0.69589568E+02
  0.10605546E+01 -0.69589589E+02
  0.10717183E+01 -0.69589606E+02
  0.10828821E+01 -0.69589619E+02
  0.10940458E+01 -0.69589629E+02
  0.11052095E+01 -0.69589635E+02
  0.11163733E+01 -0.69589637E+02
  0.11275489E+01 -0.69589663E+02
  0.11387246E+01 -0.69589742E+02
  0.11499002E+01 -0.69589872E+02
  0.11610759E+01 -0.69590050E+02
  0.11722515E+01 -0.69590273E+02
  0.11834272E+01 -0.69590536E+02
  0.11946028E+01 -0.69590835E+02
  0.12057785E+01 -0.69591161E+02
  0.12169541E+01 -0.69591511E+02
  0.12281298E+01 -0.69591875E+02
  0.12393054E+01 -0.69592249E+02
  0.12504811E+01 -0.69592624E+02
  0.12616567E+01 -0.69592996E+02
  0.12728324E+01 -0.69593360E+02
  0.12840081E+01 -0.69593714E+02
  0.12951837E+01 -0.69594060E+02
  0.13063594E+01 -0.69594404E+02
  0.13175350E+01 -0.69594760E+02
  0.13287107E+01 -0.69595146E+02
  0.13398863E+01 -0.69595574E+02
  0.13510620E+01 -0.69596040E+02
  0.13622376E+01 -0.69596522E+02
  0.13734133E+01 -0.69596983E+02
  0.13845889E+01 -0.69597388E+02
  0.13957646E+01 -0.69597710E+02
  0.14069402E+01 -0.69597924E+02
  0.14181159E+01 -0.69598018E+02
  0.14292916E+01 -0.69597979E+02
  0.14404672E+01 -0.69597803E+02
  0.14516429E+01 -0.69597487E+02
  0.14628185E+01 -0.69597031E+02
  0.14739942E+01 -0.69596438E+02
  0.14851698E+01 -0.69595713E+02
  0.14963455E+01 -0.69594864E+02
  0.15075211E+01 -0.69593899E+02
  0.15186968E+01 -0.69592830E+02
  0.15298724E+01 -0.69591669E+02
  0.15410481E+01 -0.69590430E+02
  0.15522237E+01 -0.69589127E+02
  0.15633994E+01 -0.69587776E+02
  0.15745751E+01 -0.69586394E+02
  0.15857507E+01 -0.69584999E+02
